,track_artist,country_name,isrc,region,saves,saves_perc,skips,skips_perc,streams,track_title,users,days_on_playlist,playlist_uri
360,Alessia Cara,Belgium,USWD11677601,Belgium,329954,0.05126797154075517,3512834,0.5458211554925753,6435870,How Far I'll Go - Alessia Cara Version,497496,50,Belgium
361,Elton John,Belgium,GBAMB7100001,Belgium,113693,0.03267196078893418,1314009,0.3776068053820958,3479834,Tiny Dancer,182491,50,Belgium
362,"Ariana Grande, John Legend",Belgium,USWD11778859,Belgium,156630,0.06190683975128177,1971054,0.7790443983855132,2530092,Beauty and the Beast,280554,50,Belgium
363,Idina Menzel,Belgium,USWD11366376,Belgium,124608,0.050230578219226676,1461262,0.5890475345867329,2480720,"Let It Go - From ""Frozen""/Soundtrack Version",183326,50,Belgium
364,Demi Lovato,Belgium,USWD11366344,Belgium,154224,0.09007190614355999,1330776,0.7772171060930996,1712232,"Let It Go - From ""Frozen / Single Version",430056,50,Belgium
365,Idina Menzel,Belgium,USWD11366376,Belgium,84960,0.050230578219226676,996315,0.5890475345867329,1691400,"Let It Go - From ""Frozen""",124995,50,Belgium
366,"Lea Salonga, Brad Kane",Belgium,USWD10423000,Belgium,82400,0.049828412475244534,1020850,0.6173220251863274,1653675,"A Whole New World - From ""Aladdin""",214225,50,Belgium
367,Lifehouse,Belgium,USDW10500001,Belgium,30820,0.02391965727058239,482060,0.3741307587234571,1288480,You And Me,89180,50,Belgium
368,"Lea Salonga, Brad Kane",Belgium,USWD10423000,Belgium,56032,0.049828412475244534,694178,0.6173220251863274,1124499,"A Whole New World - From ""Aladdin"" / Soundtrack Version",145673,50,Belgium
369,"Demi Lovato, Joe Jonas",Belgium,USWD10833742,Belgium,67284,0.0642509074137205,835779,0.7981029538572603,1047207,This Is Me,226821,50,Belgium
370,Auli'i Cravalho,Belgium,USWD11677855,Belgium,47320,0.045339567683581175,519110,0.4973842557105626,1043680,How Far I'll Go,58880,50,Belgium
371,Samuel E. Wright,Belgium,USWD10220463,Belgium,50994,0.04917207623147152,665190,0.6414239594542993,1037052,"Under the Sea - From ""The Little Mermaid""",198360,50,Belgium
372,Dwayne Johnson,Belgium,USWD11677860,Belgium,36880,0.04034392981381408,460330,0.5035661933620671,914140,You're Welcome,55910,50,Belgium
373,Céline Dion,Belgium,USWD11778858,Belgium,74980,0.08257345491388045,535946,0.5902228976697061,908040,How Does A Moment Last Forever,176640,50,Belgium
374,"Jason Weaver, Rowan Atkinson, Laura Williams",Belgium,USWD10321345,Belgium,46392,0.052461596916897356,499152,0.5644574716387125,884304,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",90804,50,Belgium
375,"Lea Salonga, Brad Kane",Belgium,USWD10423000,Belgium,42848,0.049828412475244534,530842,0.6173220251863274,859911,A Whole New World,111397,50,Belgium
376,Josh Groban,Belgium,USWD11778936,Belgium,61870,0.07328901482127288,516442,0.6117589363557105,844192,Evermore,167348,50,Belgium
377,"Mandy Moore, Zachary Levi",Belgium,USWD11054842,Belgium,33820,0.040215082915367587,526851,0.62647417649451,840978,"I See the Light - From ""Tangled""",88065,50,Belgium
378,"Demi Lovato, Joe Jonas",Belgium,USWD10833742,Belgium,51264,0.0642509074137205,636784,0.7981029538572603,797872,"This Is Me - From ""Camp Rock""",172816,50,Belgium
379,Nick Jonas,Belgium,USWD11038146,Belgium,38703,0.04888464496962945,520107,0.6569321768653351,791721,Introducing Me,149394,50,Belgium
520,"Ariana Grande, John Legend",Brazil,USWD11778859,Brazil,2618734,0.04393832626999275,46155664,0.7744210080291312,59600222,Beauty and the Beast,529092,50,Brazil
521,Alessia Cara,Brazil,USWD11677601,Brazil,2014836,0.049173030231647985,29202886,0.7127103129631244,40974412,How Far I'll Go - Alessia Cara Version,567378,50,Brazil
522,Lifehouse,Brazil,USDW10500001,Brazil,1023500,0.03525296369444171,16158320,0.5565497492165816,29033020,You And Me,183440,50,Brazil
523,Elton John,Brazil,GBAMB7100001,Brazil,689784,0.030938868884957574,12505041,0.5608883707073791,22295062,Tiny Dancer,302539,50,Brazil
524,"Demi Lovato, Joe Jonas",Brazil,USWD10833742,Brazil,790398,0.051827127242083,10645803,0.6980551401637516,15250662,This Is Me,260589,50,Brazil
525,"Demi Lovato, Joe Jonas",Brazil,USWD10833742,Brazil,602208,0.051827127242083,8111088,0.6980551401637516,11619552,"This Is Me - From ""Camp Rock""",198544,50,Brazil
526,Idina Menzel,Brazil,USWD11366376,Brazil,486662,0.04601256344121807,7778804,0.7354646809218737,10576720,"Let It Go - From ""Frozen""/Soundtrack Version",249634,50,Brazil
527,Demi Lovato,Brazil,USWD11366344,Brazil,769068,0.07597543236966672,9841392,0.9722209379656664,10122588,"Let It Go - From ""Frozen / Single Version",353484,50,Brazil
528,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Brazil,USWD10834891,Brazil,577218,0.06199696168509619,7598099,0.816085175068289,9310424,Can I Have This Dance - 『ハイスクール・ミュージカル: ザ・ムービー』より,98804,50,Brazil
529,"Lea Salonga, Brad Kane",Brazil,USWD10423000,Brazil,380975,0.04114112006220168,7097675,0.7664710265437031,9260200,"A Whole New World - From ""Aladdin""",242000,50,Brazil
530,Nick Jonas,Brazil,USWD11038146,Brazil,418404,0.05045621801219114,6133701,0.7396758990774343,8292417,Introducing Me,160461,50,Brazil
531,Miguel,Brazil,USWD11783640,Brazil,509314,0.061754627104698194,6844188,0.8298618882937641,8247382,Remember Me (Dúo),208520,50,Brazil
532,Idina Menzel,Brazil,USWD11366376,Brazil,331815,0.04601256344121807,5303730,0.7354646809218737,7211400,"Let It Go - From ""Frozen""",170205,50,Brazil
533,"Lea Salonga, Brad Kane",Brazil,USWD10423000,Brazil,259063,0.04114112006220168,4826419,0.7664710265437031,6296936,"A Whole New World - From ""Aladdin"" / Soundtrack Version",164560,50,Brazil
534,"Demi Lovato, Joe Jonas",Brazil,USWD11038143,Brazil,298870,0.05344196128260707,4125682,0.7377272316001904,5592422,Wouldn't Change a Thing,102872,50,Brazil
535,Céline Dion,Brazil,USWD11778858,Brazil,485622,0.08823308176416017,4182320,0.7598893429949268,5503854,How Does A Moment Last Forever,302726,50,Brazil
536,Samuel E. Wright,Brazil,USWD10220463,Brazil,249696,0.051772205282466795,4421646,0.9167882721325058,4822974,"Under the Sea - From ""The Little Mermaid""",204570,50,Brazil
537,"Lea Salonga, Brad Kane",Brazil,USWD10423000,Brazil,198107,0.04114112006220168,3690791,0.7664710265437031,4815304,A Whole New World,125840,50,Brazil
538,Josh Groban,Brazil,USWD11778936,Brazil,398360,0.08712799565366118,3492918,0.7639595951465883,4572124,Evermore,291502,50,Brazil
539,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Brazil,USWD10834891,Brazil,271632,0.06199696168509619,3575576,0.816085175068289,4381376,Can I Have This Dance,46496,50,Brazil
800,Alessia Cara,Colombia,USWD11677601,Colombia,159106,0.0522819504276706,1850334,0.6080164824873572,3043230,How Far I'll Go - Alessia Cara Version,327066,50,Colombia
801,"Ariana Grande, John Legend",Colombia,USWD11778859,Colombia,123418,0.04852332121606713,1923260,0.7561535818277177,2543478,Beauty and the Beast,303922,50,Colombia
802,Elton John,Colombia,GBAMB7100001,Colombia,54858,0.04871654833424358,616968,0.5478973238667395,1126065,Tiny Dancer,157194,50,Colombia
803,Lifehouse,Colombia,USDW10500001,Colombia,43400,0.04046091885441527,472400,0.4404087112171838,1072640,You And Me,91740,50,Colombia
804,Nick Jonas,Colombia,USWD11038146,Colombia,63819,0.06535202786976904,555030,0.5683626510687713,976542,Introducing Me,105714,50,Colombia
805,Miguel,Colombia,USWD11783640,Colombia,90974,0.11058087352253335,586612,0.7130396308703622,822692,Remember Me (Dúo),120302,50,Colombia
806,Idina Menzel,Colombia,USWD11366376,Colombia,36102,0.045332743998452996,499444,0.6271443962540402,796378,"Let It Go - From ""Frozen""/Soundtrack Version",143836,50,Colombia
807,"Demi Lovato, Joe Jonas",Colombia,USWD10833742,Colombia,61530,0.08034220845101318,532392,0.6951657572184595,765849,This Is Me,138873,50,Colombia
808,"Demi Lovato, Joe Jonas",Colombia,USWD10833742,Colombia,46880,0.08034220845101318,405632,0.6951657572184595,583504,"This Is Me - From ""Camp Rock""",105808,50,Colombia
809,Idina Menzel,Colombia,USWD11366376,Colombia,24615,0.045332743998452996,340530,0.6271443962540402,542985,"Let It Go - From ""Frozen""",98070,50,Colombia
810,"Lea Salonga, Brad Kane",Colombia,USWD10423000,Colombia,26250,0.04845632008860584,351825,0.6494531358161428,541725,"A Whole New World - From ""Aladdin""",118450,50,Colombia
811,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Colombia,USWD10834891,Colombia,43469,0.09290411655706136,389096,0.8315953929440831,467891,Can I Have This Dance - 『ハイスクール・ミュージカル: ザ・ムービー』より,60095,50,Colombia
812,"Luis Ángel Gómez Jaramillo, Gael Garcia Bernal",Colombia,USWD11783809,Colombia,33715,0.07409971538148771,221315,0.4864119385927318,454995,Un Poco Loco,26045,50,Colombia
813,Samuel E. Wright,Colombia,USWD10220463,Colombia,25002,0.055553333599968,296802,0.6594808622965244,450054,"Under the Sea - From ""The Little Mermaid""",129276,50,Colombia
814,Demi Lovato,Colombia,USWD11366344,Colombia,42768,0.10240496508921644,371196,0.8888026894233255,417636,"Let It Go - From ""Frozen / Single Version",186984,50,Colombia
815,"Angelica Vale, Marco Antonio Solís",Colombia,USWD11783812,Colombia,30545,0.07836069779374039,225445,0.5783606977937403,389800,La Llorona,25045,50,Colombia
816,Nick Jonas,Colombia,USWD11038146,Colombia,24312,0.06535202786976904,211440,0.5683626510687713,372016,"Introducing Me - From ""Camp Rock 2: The Final Jam""",40272,50,Colombia
817,"Lea Salonga, Brad Kane",Colombia,USWD10423000,Colombia,17850,0.04845632008860584,239241,0.6494531358161428,368373,"A Whole New World - From ""Aladdin"" / Soundtrack Version",80546,50,Colombia
818,Mexican Institute Of Sound,Colombia,MX3741700770,Colombia,61802,0.18632907423375403,354120,1.0676491338088892,331682,Jálale - Instrumental,83590,50,Colombia
819,Shakira,Colombia,USWD11575402,Colombia,14840,0.045367834083349635,208536,0.6375220113480727,327104,Try Everything,38448,50,Colombia
1000,Alessia Cara,Denmark,USWD11677601,Denmark,336680,0.02027849746862097,8357340,0.5033690686539289,16602808,How Far I'll Go - Alessia Cara Version,551836,50,Denmark
1001,Elton John,Denmark,GBAMB7100001,Denmark,167485,0.024282088319037515,2757906,0.39984307291759547,6897471,Tiny Dancer,210330,50,Denmark
1002,"Ariana Grande, John Legend",Denmark,USWD11778859,Denmark,121992,0.027832584694177407,2758574,0.6293711431090214,4383064,Beauty and the Beast,277978,50,Denmark
1003,Rascal Flatts,Denmark,USWD10628832,Denmark,109200,0.026876030617016565,2336710,0.5751052152297507,4063100,Life is a Highway,108750,50,Denmark
1004,Idina Menzel,Denmark,USWD11366376,Denmark,70796,0.02119126798590761,1725086,0.5163675875012347,3340810,"Let It Go - From ""Frozen""/Soundtrack Version",211178,50,Denmark
1005,Demi Lovato,Denmark,USWD11366344,Denmark,97560,0.03144106830020999,2034108,0.6555404731242677,3102948,"Let It Go - From ""Frozen / Single Version",336492,50,Denmark
1006,"Demi Lovato, Joe Jonas",Denmark,USWD10833742,Denmark,94101,0.03785267781719885,1451436,0.5838486230782227,2485980,This Is Me,227745,50,Denmark
1007,"Lea Salonga, Brad Kane",Denmark,USWD10423000,Denmark,51150,0.02160187511877864,1361600,0.5750364254492472,2367850,"A Whole New World - From ""Aladdin""",219100,50,Denmark
1008,Dwayne Johnson,Denmark,USWD11677860,Denmark,44390,0.01908615211306363,862960,0.3710427084363458,2325770,You're Welcome,66320,50,Denmark
1009,Idina Menzel,Denmark,USWD11366376,Denmark,48270,0.02119126798590761,1176195,0.5163675875012347,2277825,"Let It Go - From ""Frozen""",143985,50,Denmark
1010,"Demi Lovato, Joe Jonas",Denmark,USWD10833742,Denmark,71696,0.03785267781719885,1105856,0.5838486230782227,1894080,"This Is Me - From ""Camp Rock""",173520,50,Denmark
1011,Céline Dion,Denmark,USWD11778858,Denmark,65550,0.03508124076809453,844468,0.451944854751354,1868520,How Does A Moment Last Forever,195960,50,Denmark
1012,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",Denmark,NZSO01100005,Denmark,45658,0.024471502796176575,736078,0.39451870067028916,1865762,Logo Te Pate,283827,50,Denmark
1013,Auli'i Cravalho,Denmark,USWD11677855,Denmark,37890,0.02048606417777297,748830,0.404871455218837,1849550,How Far I'll Go,65850,50,Denmark
1014,Nick Jonas,Denmark,USWD11038146,Denmark,42042,0.022838238649326947,982506,0.5337211955281771,1840860,Introducing Me,152901,50,Denmark
1015,Lifehouse,Denmark,USDW10500001,Denmark,29960,0.016434809321104138,758900,0.41630096107429676,1822960,You And Me,97940,50,Denmark
1016,Elton John,Denmark,USWD10220758,Denmark,50677,0.02960644696930749,809105,0.47269420595342143,1711688,Can You Feel the Love Tonight - エンド・タイトル / 『ライオン・キング』より,134541,50,Denmark
1017,"Troy, Gabriella",Denmark,USWD10527742,Denmark,73020,0.043703405777324504,1083900,0.6487280405648046,1670808,Breaking Free - 『ハイスクール・ミュージカル』より,147192,50,Denmark
1018,Olivia Foa'i,Denmark,USWD11677853,Denmark,49802,0.03085316095906111,1095718,0.6788153853206803,1614162,Tulou Tagaloa,289747,50,Denmark
1019,"Lea Salonga, Brad Kane",Denmark,USWD10423000,Denmark,34782,0.02160187511877864,925888,0.5750364254492472,1610138,"A Whole New World - From ""Aladdin"" / Soundtrack Version",148988,50,Denmark
1240,Alessia Cara,Finland,USWD11677601,Finland,229406,0.035434850236838865,4391584,0.6783393692514483,6474022,How Far I'll Go - Alessia Cara Version,424194,50,Finland
1241,Idina Menzel,Finland,USWD11366376,Finland,99066,0.034553141857413615,1579644,0.5509626230615173,2867062,"Let It Go - From ""Frozen""/Soundtrack Version",166694,50,Finland
1242,Elton John,Finland,GBAMB7100001,Finland,81016,0.03682513651018469,1074118,0.48823123800294455,2200019,Tiny Dancer,155308,50,Finland
1243,"Ariana Grande, John Legend",Finland,USWD11778859,Finland,87676,0.04207412639897574,1588518,0.7623010529568883,2083846,Beauty and the Beast,189704,50,Finland
1244,Idina Menzel,Finland,USWD11366376,Finland,67545,0.034553141857413615,1077030,0.5509626230615173,1954815,"Let It Go - From ""Frozen""",113655,50,Finland
1245,Demi Lovato,Finland,USWD11366344,Finland,57276,0.04827795478683053,943380,0.7951752389622212,1186380,"Let It Go - From ""Frozen / Single Version",238104,50,Finland
1246,"Lea Salonga, Brad Kane",Finland,USWD10423000,Finland,37975,0.03407816215731144,744575,0.668169785076502,1114350,"A Whole New World - From ""Aladdin""",166500,50,Finland
1247,Josh Groban,Finland,USWD11778936,Finland,35512,0.04109005748350011,489716,0.5666382797530338,864248,Evermore,138828,50,Finland
1248,Elton John,Finland,USWD10220758,Finland,39633,0.04981886562871602,514250,0.6464146456126766,795542,Can You Feel the Love Tonight - エンド・タイトル / 『ライオン・キング』より,95139,50,Finland
1249,"Lea Salonga, Brad Kane",Finland,USWD10423000,Finland,25823,0.03407816215731144,506311,0.668169785076502,757758,"A Whole New World - From ""Aladdin"" / Soundtrack Version",113220,50,Finland
1250,Céline Dion,Finland,USWD11778858,Finland,43240,0.057201971642426824,407100,0.5385504776973163,755918,How Does A Moment Last Forever,134274,50,Finland
1251,Auli'i Cravalho,Finland,USWD11677855,Finland,23790,0.032038246582721704,388320,0.5229546831863174,742550,How Far I'll Go,49840,50,Finland
1252,Dwayne Johnson,Finland,USWD11677860,Finland,22440,0.0309979003204774,360380,0.4978174383909824,723920,You're Welcome,50570,50,Finland
1253,Elton John,Finland,USWD10220758,Finland,36030,0.04981886562871602,467500,0.6464146456126766,723220,"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",86490,50,Finland
1254,Lifehouse,Finland,USDW10500001,Finland,17820,0.026259173027614865,370940,0.5466092953346497,678620,You And Me,72400,50,Finland
1255,Samuel E. Wright,Finland,USWD10220463,Finland,26910,0.040226019103995696,474192,0.7088389613884031,668970,"Under the Sea - From ""The Little Mermaid""",152748,50,Finland
1256,"Mandy Moore, Zachary Levi",Finland,USWD11054842,Finland,22420,0.03449485500467727,466355,0.7175222170252572,649952,"I See the Light - From ""Tangled""",67507,50,Finland
1257,Rascal Flatts,Finland,USWD10628832,Finland,21980,0.03704577630957999,378150,0.6373457830513045,593320,Life is a Highway,74030,50,Finland
1258,"Lea Salonga, Brad Kane",Finland,USWD10423000,Finland,19747,0.03407816215731144,387179,0.668169785076502,579462,A Whole New World,86580,50,Finland
1259,"Mandy Moore, Zachary Levi",Finland,USWD11054842,Finland,18880,0.03449485500467727,392720,0.7175222170252572,547328,"I See the Light - From ""Tangled"" / Soundtrack Version",56848,50,Finland
1260,Alessia Cara,France,USWD11677601,France,461130,0.03848800956570555,7874474,0.6572394566324022,11981134,How Far I'll Go - Alessia Cara Version,704786,50,France
1261,Elton John,France,GBAMB7100001,France,195529,0.02413669192187587,4014761,0.49559425659090106,8100903,Tiny Dancer,255184,50,France
1262,"Ariana Grande, John Legend",France,USWD11778859,France,293250,0.037059213356431156,6476156,0.8184185743683947,7913012,Beauty and the Beast,495190,50,France
1263,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",France,NZSO01100005,France,189181,0.047691891538956616,1657119,0.4177541064649423,3966733,Logo Te Pate,399304,50,France
1264,"Demi Lovato, Joe Jonas",France,USWD10833742,France,139293,0.0399578313253012,2240049,0.6425843373493976,3486000,This Is Me,346353,50,France
1265,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",France,NZSO01600013,France,196100,0.05844213126323218,1833942,0.5465552223006351,3355456,An Innocent Warrior,386354,50,France
1266,Olivia Foa'i,France,USWD11677853,France,194472,0.05885053352890461,2177154,0.6588438154314699,3304507,Tulou Tagaloa,416657,50,France
1267,Demi Lovato,France,USWD11366344,France,230580,0.07197033541210181,2539584,0.7926737457160514,3203820,"Let It Go - From ""Frozen / Single Version",466452,50,France
1268,Céline Dion,France,USWD11778858,France,144164,0.048438200336934516,2192084,0.7365264833619264,2976246,How Does A Moment Last Forever,302404,50,France
1269,Lifehouse,France,USDW10500001,France,81400,0.030031581122162865,1357700,0.5009075883238393,2710480,You And Me,126360,50,France
1270,"Demi Lovato, Joe Jonas",France,USWD10833742,France,106128,0.0399578313253012,1706704,0.6425843373493976,2656000,"This Is Me - From ""Camp Rock""",263888,50,France
1271,Idina Menzel,France,USWD11366376,France,64702,0.024411906303434767,1963544,0.740840347294852,2650428,"Let It Go - From ""Frozen""/Soundtrack Version",291258,50,France
1272,Jordan Fisher,France,USWD11677600,France,168168,0.07566780999896061,1028148,0.4626189733766909,2222451,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,304458,50,France
1273,"Lea Salonga, Brad Kane",France,USWD10423000,France,133000,0.062406156156156155,1683575,0.789965746996997,2131200,"A Whole New World - From ""Aladdin""",364125,50,France
1274,"Emmanuel Curtil, Jean-Philippe Puymartin, Michel Elias, Maïdi Roth, Mimi Felinie",France,USWD10524308,France,89308,0.04622088810682124,1030484,0.5333216023186006,1932200,L'amour brille sous les étoiles,70092,50,France
1275,Nick Jonas,France,USWD11038146,France,67893,0.035835420869449554,1249794,0.6596688022345873,1894578,Introducing Me,245931,50,France
1276,Miguel,France,USWD11783640,France,113360,0.06223414884809729,1316848,0.7229438465271633,1821508,Remember Me (Dúo),202228,50,France
1277,Josh Groban,France,USWD11778936,France,101936,0.055994946304485156,1235468,0.678660770688566,1820450,Evermore,271446,50,France
1278,Idina Menzel,France,USWD11366376,France,44115,0.024411906303434767,1338780,0.740840347294852,1807110,"Let It Go - From ""Frozen""",198585,50,France
1279,Cerise Calixte,France,USWD11677976,France,59920,0.03644015227994211,724732,0.4407433985672063,1644340,"Le bleu lumière - De ""Vaiana - La Légende du Bout du Monde""",33864,50,France
1700,"Ariana Grande, John Legend",Indonesia,USWD11778859,Indonesia,1315922,0.031198571760423063,13552106,0.321300465791939,42178918,Beauty and the Beast,532036,50,Indonesia
1701,Alessia Cara,Indonesia,USWD11677601,Indonesia,735832,0.04366079682532525,6336310,0.37596672002886067,16853380,How Far I'll Go - Alessia Cara Version,488148,50,Indonesia
1702,Lifehouse,Indonesia,USDW10500001,Indonesia,397740,0.02624639700991416,4305140,0.28409114905028876,15154080,You And Me,152420,50,Indonesia
1703,"Lea Salonga, Brad Kane",Indonesia,USWD10423000,Indonesia,318000,0.04305297004569301,2593825,0.35116940260619395,7386250,"A Whole New World - From ""Aladdin""",279300,50,Indonesia
1704,Céline Dion,Indonesia,USWD11778858,Indonesia,266846,0.0422032098010971,2065952,0.326742037336127,6322884,How Does A Moment Last Forever,331430,50,Indonesia
1705,"Mandy Moore, Zachary Levi",Indonesia,USWD11054842,Indonesia,284107,0.04867497176115963,1769641,0.3031858620251887,5836819,"I See the Light - From ""Tangled""",152931,50,Indonesia
1706,"Lea Salonga, Brad Kane",Indonesia,USWD10423000,Indonesia,216240,0.04305297004569301,1763801,0.35116940260619395,5022650,"A Whole New World - From ""Aladdin"" / Soundtrack Version",189924,50,Indonesia
1707,Miguel,Indonesia,USWD11783640,Indonesia,188162,0.037564948378691225,2056782,0.4106190923577624,5008978,Remember Me (Dúo),135044,50,Indonesia
1708,"Mandy Moore, Zachary Levi",Indonesia,USWD11054842,Indonesia,239248,0.04867497176115963,1490224,0.3031858620251887,4915216,"I See the Light - From ""Tangled"" / Soundtrack Version",128784,50,Indonesia
1709,Idina Menzel,Indonesia,USWD11366376,Indonesia,195008,0.04323417372685016,1844414,0.4089150973305434,4510506,"Let It Go - From ""Frozen""/Soundtrack Version",228734,50,Indonesia
