,track_artist,country_name,isrc,region,saves,saves_perc,skips,skips_perc,streams,track_title,users,days_on_playlist,playlist_uri
3018,Lifehouse,Philippines,USDW10500001,Philippines,147344,0.02169083203737541,1786748,0.26303107531434217,6792916,You and Me,27584,50,Philippines
3019,Céline Dion,Philippines,USWD11778858,Philippines,356316,0.053307457263192665,2639756,0.3949266385883778,6684168,How Does A Moment Last Forever,362664,50,Philippines
3020,Alessia Cara,Poland,USWD11677601,Poland,216600,0.043566989979592304,2750934,0.5533237027355483,4971654,How Far I'll Go - Alessia Cara Version,452048,50,Poland
3021,"Ariana Grande, John Legend",Poland,USWD11778859,Poland,153272,0.04829965500246427,2370426,0.7469776476386513,3173356,Beauty and the Beast,347024,50,Poland
3022,Elton John,Poland,GBAMB7100001,Poland,94505,0.030543556038480905,1511793,0.48860413961254073,3094106,Tiny Dancer,180564,50,Poland
3023,Demi Lovato,Poland,USWD11366344,Poland,87660,0.06799966488871513,974052,0.7555921695663101,1289124,"Let It Go - From ""Frozen / Single Version",291132,50,Poland
3024,Idina Menzel,Poland,USWD11366376,Poland,44462,0.036022386995579636,807950,0.6545879081705405,1234288,"Let It Go - From ""Frozen""/Soundtrack Version",168344,50,Poland
3025,"Demi Lovato, Joe Jonas",Poland,USWD10833742,Poland,66990,0.05777520194153657,697767,0.601785778969102,1159494,This Is Me,215649,50,Poland
3026,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",Poland,NZSO01100005,Poland,74296,0.06957485880600117,448995,0.42046360139981287,1067857,Logo Te Pate,228327,50,Poland
3027,Miguel,Poland,USWD11783640,Poland,68250,0.06963603565365026,591266,0.6032735568760611,980096,Remember Me (Dúo),137982,50,Poland
3028,Lifehouse,Poland,USDW10500001,Poland,29440,0.030541319999170074,493640,0.5121065626491276,963940,You And Me,84320,50,Poland
3029,Josh Groban,Poland,USWD11778936,Poland,61548,0.06502089610263388,538752,0.5691515210418894,946588,Evermore,231932,50,Poland
3030,Jordan Fisher,Poland,USWD11677600,Poland,76131,0.08228999464954521,360789,0.38997681469591583,925155,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,207834,50,Poland
3031,Nick Jonas,Poland,USWD11038146,Poland,40845,0.044591682332981795,525042,0.5732037232335274,915978,Introducing Me,148491,50,Poland
3032,"Lea Salonga, Brad Kane",Poland,USWD10423000,Poland,30675,0.03429577661626185,666625,0.7453112334740196,894425,"A Whole New World - From ""Aladdin""",180300,50,Poland
3033,"Demi Lovato, Joe Jonas",Poland,USWD10833742,Poland,51040,0.05777520194153657,531632,0.601785778969102,883424,"This Is Me - From ""Camp Rock""",164304,50,Poland
3034,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",Poland,NZSO01600013,Poland,76109,0.09040168761536434,472527,0.5612639535905775,841898,An Innocent Warrior,227550,50,Poland
3035,Idina Menzel,Poland,USWD11366376,Poland,30315,0.036022386995579636,550875,0.6545879081705405,841560,"Let It Go - From ""Frozen""",114780,50,Poland
3036,Olivia Foa'i,Poland,USWD11677853,Poland,77145,0.09700832829293259,546342,0.6870143767738334,795241,Tulou Tagaloa,233618,50,Poland
3037,Dwayne Johnson,Poland,USWD11677860,Poland,22170,0.030774142502186255,339270,0.47094015907608167,720410,You're Welcome,58750,50,Poland
3038,Katarzyna Łaska,Poland,USWD11366594,Poland,29290,0.04303460840563314,315270,0.46321341727702153,680615,Mam Tę Moc - z filmu „Kraina lodu”/Ścieżka dźwiękowa polskiej wersji,56470,50,Poland
3039,Céline Dion,Poland,USWD11778858,Poland,54188,0.0823949080226621,377936,0.5746660138490592,657662,How Does A Moment Last Forever,211324,50,Poland
3400,Alessia Cara,Singapore,USWD11677601,Singapore,354806,0.027391192105046997,6339920,0.4894448421126744,12953288,How Far I'll Go - Alessia Cara Version,479940,50,Singapore
3401,Lifehouse,Singapore,USDW10500001,Singapore,186520,0.018019932835849736,3189160,0.30810877655360575,10350760,You And Me,166540,50,Singapore
3402,"Ariana Grande, John Legend",Singapore,USWD11778859,Singapore,253782,0.02509769312304102,5219344,0.5161654255052975,10111766,Beauty and the Beast,427156,50,Singapore
3403,Idina Menzel,Singapore,USWD11366376,Singapore,113300,0.02468342903154686,1831808,0.39907592910344036,4590124,"Let It Go - From ""Frozen""/Soundtrack Version",246840,50,Singapore
3404,"Lea Salonga, Brad Kane",Singapore,USWD10423000,Singapore,115000,0.028844465624921618,1650275,0.41392435225363067,3986900,"A Whole New World - From ""Aladdin""",315625,50,Singapore
3405,Idina Menzel,Singapore,USWD11366376,Singapore,77250,0.02468342903154686,1248960,0.39907592910344036,3129630,"Let It Go - From ""Frozen""",168300,50,Singapore
3406,"Mandy Moore, Zachary Levi",Singapore,USWD11054842,Singapore,87571,0.02993284754964995,1107092,0.37841769603449843,2925582,"I See the Light - From ""Tangled""",180576,50,Singapore
3407,"Lea Salonga, Brad Kane",Singapore,USWD10423000,Singapore,78200,0.028844465624921618,1122187,0.41392435225363067,2711092,"A Whole New World - From ""Aladdin"" / Soundtrack Version",214625,50,Singapore
3408,Céline Dion,Singapore,USWD11778858,Singapore,109250,0.04388720526276887,1086290,0.43637741148643655,2489336,How Does A Moment Last Forever,268180,50,Singapore
3409,Elton John,Singapore,GBAMB7100001,Singapore,82205,0.033112582781456956,1202940,0.48455021386930025,2482591,Tiny Dancer,207214,50,Singapore
3410,"Mandy Moore, Zachary Levi",Singapore,USWD11054842,Singapore,73744,0.02993284754964995,932288,0.37841769603449843,2463648,"I See the Light - From ""Tangled"" / Soundtrack Version",152064,50,Singapore
3411,"Lea Salonga, Brad Kane",Singapore,USWD10423000,Singapore,59800,0.028844465624921618,858143,0.41392435225363067,2073188,A Whole New World,164125,50,Singapore
3412,Auli'i Cravalho,Singapore,USWD11677855,Singapore,53230,0.026304475664777303,804700,0.3976556747594645,2023610,How Far I'll Go,86230,50,Singapore
3413,Demi Lovato,Singapore,USWD11366344,Singapore,92448,0.04613228900944921,1082196,0.5400244314303165,2003976,"Let It Go - From ""Frozen / Single Version",310320,50,Singapore
3414,Samuel E. Wright,Singapore,USWD10220463,Singapore,48438,0.02498769650766531,778482,0.40159527545894347,1938474,"Under the Sea - From ""The Little Mermaid""",213102,50,Singapore
3415,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Singapore,USWD10834891,Singapore,76500,0.04000320025602048,969459,0.5069472224444622,1912347,Can I Have This Dance - 『ハイスクール・ミュージカル: ザ・ムービー』より,101898,50,Singapore
3416,Miguel,Singapore,USWD11783640,Singapore,58240,0.030870577858629292,867074,0.4595995093783162,1886586,Remember Me (Dúo),107952,50,Singapore
3417,"Demi Lovato, Joe Jonas",Singapore,USWD10833742,Singapore,67977,0.036303482308080524,931203,0.4973139684853923,1872465,This Is Me,207375,50,Singapore
3418,Josh Groban,Singapore,USWD11778936,Singapore,78154,0.04286615365207518,826620,0.45338715781506245,1823210,Evermore,233496,50,Singapore
3419,Jodi Benson,Singapore,USWD10220403,Singapore,47880,0.026534842220769,702780,0.38947695104244023,1804420,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",187560,50,Singapore
3560,Alessia Cara,Spain,USWD11677601,Spain,761102,0.034720910034895996,11500054,0.5246239535968186,21920566,How Far I'll Go - Alessia Cara Version,836912,50,Spain
3561,"Ariana Grande, John Legend",Spain,USWD11778859,Spain,477388,0.03320258761349603,9635160,0.6701304684450644,14378036,Beauty and the Beast,566536,50,Spain
3562,Elton John,Spain,GBAMB7100001,Spain,283146,0.022659859302813945,4969528,0.39770579588408234,12495488,Tiny Dancer,293642,50,Spain
3563,Idina Menzel,Spain,USWD11366376,Spain,215688,0.027711040888200478,4417028,0.5674884254679277,7783468,"Let It Go - From ""Frozen""/Soundtrack Version",329252,50,Spain
3564,Nick Jonas,Spain,USWD11038146,Spain,201957,0.03428483830832469,3055584,0.518725289925598,5890563,Introducing Me,301623,50,Spain
3565,"Demi Lovato, Joe Jonas",Spain,USWD10833742,Spain,248430,0.043977695167286245,3608724,0.638825278810409,5649000,This Is Me,445830,50,Spain
3566,Lifehouse,Spain,USDW10500001,Spain,92000,0.017098464855220607,1787320,0.33217856744600976,5380600,You And Me,158160,50,Spain
3567,Idina Menzel,Spain,USWD11366376,Spain,147060,0.027711040888200478,3011610,0.5674884254679277,5306910,"Let It Go - From ""Frozen""",224490,50,Spain
3568,"Demi Lovato, Joe Jonas",Spain,USWD10833742,Spain,189280,0.043977695167286245,2749504,0.638825278810409,4304000,"This Is Me - From ""Camp Rock""",339680,50,Spain
3569,Demi Lovato,Spain,USWD11366344,Spain,241776,0.05921615306617291,3033828,0.7430498611294802,4082940,"Let It Go - From ""Frozen / Single Version",644976,50,Spain
3570,"Lea Salonga, Brad Kane",Spain,USWD10423000,Spain,94200,0.02623516960953601,2380975,0.6631134072299895,3590600,"A Whole New World - From ""Aladdin""",411650,50,Spain
3571,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",Spain,NZSO01100005,Spain,228882,0.06377779839782252,1732488,0.4827564875815781,3588741,Logo Te Pate,454138,50,Spain
3572,Miguel,Spain,USWD11783640,Spain,212628,0.06241890427269536,2300506,0.6753346868369232,3406468,Remember Me (Dúo),211068,50,Spain
3573,Olivia Foa'i,Spain,USWD11677853,Spain,235986,0.06983007795392836,2501274,0.7401462731015153,3379432,Tulou Tagaloa,471935,50,Spain
3574,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",Spain,NZSO01600013,Spain,234765,0.07379279866021586,2002551,0.6294543170822479,3181408,An Innocent Warrior,439153,50,Spain
3575,Dwayne Johnson,Spain,USWD11677860,Spain,68900,0.024510414258017466,1278140,0.45468419273936783,2811050,You're Welcome,97940,50,Spain
3576,Joe Jonas,Spain,USWD10833810,Spain,133287,0.04777733090444534,1863675,0.6680427736639144,2789754,Gotta Find You,351615,50,Spain
3577,Samuel E. Wright,Spain,USWD10220463,Spain,77328,0.02811389530584332,1698660,0.6175764199284064,2750526,"Under the Sea - From ""The Little Mermaid""",355356,50,Spain
3578,Céline Dion,Spain,USWD11778858,Spain,186254,0.06796132800698244,1597028,0.5827318808956327,2740588,How Does A Moment Last Forever,335524,50,Spain
3579,"Angelica Vale, Marco Antonio Solís",Spain,USWD11783812,Spain,121275,0.044878436887096175,1134735,0.4199145172630722,2702300,La Llorona,40445,50,Spain
3729,Alessia Cara,Sweden,USWD11677601,Sweden,889618,0.019700441536955896,28009990,0.620276534923663,45157262,How Far I'll Go - Alessia Cara Version,595118,50,Sweden
3730,Elton John,Sweden,GBAMB7100001,Sweden,414961,0.02121794038599419,8296965,0.4242435042201081,19557082,Tiny Dancer,354322,50,Sweden
3731,Idina Menzel,Sweden,USWD11366376,Sweden,329494,0.025799505611396777,8223402,0.6438955065760574,12771330,"Let It Go - From ""Frozen""/Soundtrack Version",294624,50,Sweden
3732,"Ariana Grande, John Legend",Sweden,USWD11778859,Sweden,284510,0.028305340716672005,7173102,0.7136378197794151,10051460,Beauty and the Beast,347530,50,Sweden
3733,Demi Lovato,Sweden,USWD11366344,Sweden,358308,0.036329855965425865,7190496,0.7290646148005928,9862632,"Let It Go - From ""Frozen / Single Version",361512,50,Sweden
3734,Idina Menzel,Sweden,USWD11366376,Sweden,224655,0.025799505611396777,5606865,0.6438955065760574,8707725,"Let It Go - From ""Frozen""",200880,50,Sweden
3735,Rascal Flatts,Sweden,USWD10628832,Sweden,174260,0.023933920075595257,4749130,0.6522741756490974,7280880,Life is a Highway,134530,50,Sweden
3736,Dwayne Johnson,Sweden,USWD11677860,Sweden,106430,0.018363044093390478,2548660,0.43973650248107277,5795880,You're Welcome,75320,50,Sweden
3737,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",Sweden,NZSO01600013,Sweden,192437,0.03499858686728665,2948789,0.5362973231228887,5498422,An Innocent Warrior,287527,50,Sweden
3738,"Lea Salonga, Brad Kane",Sweden,USWD10423000,Sweden,164900,0.032702519125222484,3757050,0.7450879289230876,5042425,"A Whole New World - From ""Aladdin""",391375,50,Sweden
3739,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",Sweden,NZSO01100005,Sweden,185555,0.03769061379709448,2073776,0.4212330054036992,4923109,Logo Te Pate,286380,50,Sweden
3740,Céline Dion,Sweden,USWD11778858,Sweden,148718,0.0327170426141251,2159470,0.4750700790349839,4545582,How Does A Moment Last Forever,235658,50,Sweden
3741,Auli'i Cravalho,Sweden,USWD11677855,Sweden,94180,0.02094611124702533,2411330,0.5362920623623868,4496300,How Far I'll Go,72320,50,Sweden
3742,Josh Groban,Sweden,USWD11778936,Sweden,181378,0.04160028697129232,2272814,0.5212854625829526,4360018,Evermore,223836,50,Sweden
3743,Lifehouse,Sweden,USDW10500001,Sweden,135840,0.03119875425468877,2162020,0.49655720460631786,4354020,You And Me,125800,50,Sweden
3744,Jordan Fisher,Sweden,USWD11677600,Sweden,182358,0.043193809356313756,1804407,0.427396724899363,4221855,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,249117,50,Sweden
3745,Olivia Foa'i,Sweden,USWD11677853,Sweden,190846,0.045855818212529896,3061972,0.7357200643652818,4161871,Tulou Tagaloa,295445,50,Sweden
3746,Shakira,Sweden,USWD11575402,Sweden,93008,0.02271270942735684,2429848,0.5933729526131533,4094976,Try Everything,70888,50,Sweden
3747,"Demi Lovato, Joe Jonas",Sweden,USWD10833742,Sweden,108549,0.031257747918266646,2646966,0.7622197899218103,3472707,This Is Me,261576,50,Sweden
3748,"Lea Salonga, Brad Kane",Sweden,USWD10423000,Sweden,112132,0.032702519125222484,2554794,0.7450879289230876,3428849,"A Whole New World - From ""Aladdin"" / Soundtrack Version",266135,50,Sweden
4313,Elton John,New Zealand,GBAMB7100001,AuNz,2927687,0.03293835780096665,41199260,0.4635181175498109,88883818,Tiny Dancer,590728,50,AuNz
4314,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",New Zealand,NZSO01100005,AuNz,189736,0.07246110585143213,1238020,0.47280588958442255,2618453,Logo Te Pate,218411,50,AuNz
4315,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",New Zealand,NZSO01600013,AuNz,608724,0.0672461176346829,5283452,0.5257005351812647,11683971,An Innocent Warrior,351500,50,AuNz
4316,Lifehouse,New Zealand,USDW10500001,AuNz,685100,0.0273143883388424,12791880,0.4951773093566391,26919440,You And Me,215760,50,AuNz
4317,Jodi Benson,Australia,USWD10220403,AuNz,290840,0.02529373396529982,6345660,0.5518685045875549,11498500,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",236860,50,AuNz
4318,Samuel E. Wright,New Zealand,USWD10220463,AuNz,435636,0.032705760622624105,8101890,0.5957217086173157,15011604,"Under the Sea - From ""The Little Mermaid""",337464,50,AuNz
4319,"Jason Weaver, Rowan Atkinson, Laura Williams",New Zealand,USWD10321345,AuNz,352464,0.03246555770411472,5866284,0.5344250819098332,12433464,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",186672,50,AuNz
4320,"Lea Salonga, Brad Kane",New Zealand,USWD10423000,AuNz,586600,0.029923604500744428,12896350,0.6252471260159626,22468850,"A Whole New World - From ""Aladdin"" / Soundtrack Version",515525,50,AuNz
4321,Nick Jonas,New Zealand,USWD11038146,AuNz,83307,0.04384297429322959,1254498,0.660219712207953,1900122,Introducing Me,125811,50,AuNz
4322,"Mandy Moore, Zachary Levi",New Zealand,USWD11054842,AuNz,333127,0.029828142490287746,7237993,0.6014604417638979,12034030,"I See the Light - From ""Tangled""",253745,50,AuNz
4323,Demi Lovato,New Zealand,USWD11366344,AuNz,576432,0.05839446892997451,7552944,0.7034372051762254,11045556,"Let It Go - From ""Frozen / Single Version",593208,50,AuNz
4324,"Kristen Bell, Santino Fontana",Australia,USWD11366375,AuNz,313573,0.02839551953288246,5353946,0.48482515465616594,11043045,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",154427,50,AuNz
4325,Idina Menzel,New Zealand,USWD11366376,AuNz,872498,0.03080221697485233,17298028,0.5457688992902037,33695486,"Let It Go - From ""Frozen""/Soundtrack Version",441386,50,AuNz
4326,Jordan Fisher,New Zealand,USWD11677600,AuNz,171435,0.08744466326650845,1067946,0.5447322796209328,1960497,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,199419,50,AuNz
4327,Alessia Cara,New Zealand,USWD11677601,AuNz,1805570,0.03416010889110626,35672310,0.6760252640003791,56672364,How Far I'll Go - Alessia Cara Version,761862,50,AuNz
4328,Olivia Foa'i,New Zealand,USWD11677853,AuNz,187997,0.08297948784949047,1508083,0.6656486804285341,2265584,Tulou Tagaloa,243275,50,AuNz
4329,Auli'i Cravalho,New Zealand,USWD11677855,AuNz,463970,0.03558465199416609,7914340,0.5477733548266824,16549220,"How Far I'll Go - From ""Moana""",160870,50,AuNz
4330,Dwayne Johnson,New Zealand,USWD11677860,AuNz,531730,0.03629444986332382,7822080,0.4996748672374553,18218630,You're Welcome,134990,50,AuNz
4331,"Ariana Grande, John Legend",New Zealand,USWD11778859,AuNz,794190,0.03301016297143451,19673326,0.7767290571684907,25328428,Beauty and the Beast,447442,50,AuNz
4332,Elton John,Venezuela,GBAMB7100001,LatAm,193233,0.04267059039911716,4040673,0.756570113178592,7641867,Tiny Dancer,240752,50,LatAm
4333,Mexican Institute Of Sound,Ecuador,MX3741700770,LatAm,328692,0.1454859312963922,3656900,1.384854720715221,2640638,Jálale - Instrumental,135850,50,LatAm
4334,"Olivia Foa'i, Opetaia Foa'i, Talaga Steve Sale",Haiti,NZSO01100005,LatAm,92685,0.05353708057277196,1076256,0.6216712972857448,1731230,Logo Te Pate,217338,50,LatAm
4335,"Vai Mahina, Sulata Foai-Amiatu, Matthew Ineleo",Haiti,NZSO01600013,LatAm,0,0.0,1221,0.5076923076923077,2405,An Innocent Warrior,4995,50,LatAm
4336,Lifehouse,Venezuela,USDW10500001,LatAm,118000,0.04535315985130112,2129260,0.6481033091202583,3962760,You And Me,126060,50,LatAm
4337,Jodi Benson,Puerto Rico,USWD10220403,LatAm,4800,0.039735099337748346,114240,0.6350993377483444,246780,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",87100,50,LatAm
4338,Samuel E. Wright,Venezuela,USWD10220463,LatAm,14544,0.07255520504731862,197424,0.8103448275862069,285606,"Under the Sea - From ""The Little Mermaid""",101286,50,LatAm
4339,"Lea Salonga, Brad Kane",Venezuela,USWD10423000,LatAm,83075,0.061720288903479976,1972450,0.9753756260434057,2039050,"A Whole New World - From ""Aladdin"" / Soundtrack Version",160875,50,LatAm
4340,"Demi Lovato, Joe Jonas",Venezuela,USWD10833742,LatAm,295869,0.07943300347686547,4211550,0.8323081037710618,5739363,"This Is Me - From ""Camp Rock""",269745,50,LatAm
4341,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Peru,USWD10834890,LatAm,40230,0.05929430491687301,508455,0.7494030774672799,678480,"Right Here, Right Now - 『ハイスクール・ミュージカル: ザ・ムービー』より",52695,50,LatAm
4342,"High School Musical Cast, Vanessa Hudgens, Zac Efron",Venezuela,USWD10834891,LatAm,220711,0.07878911425950463,3112139,0.9351890638250049,3327818,Can I Have This Dance - 『ハイスクール・ミュージカル: ザ・ムービー』より,109310,50,LatAm
4343,"Demi Lovato, Joe Jonas",Uruguay,USWD11038143,LatAm,110858,0.06828609986504723,1647426,0.7798525337943388,2112484,Wouldn't Change a Thing,91058,50,LatAm
4344,Nick Jonas,Venezuela,USWD11038146,LatAm,310191,0.06467815470210958,4149138,0.7071544058205336,6536670,"Introducing Me - From ""Camp Rock 2: The Final Jam""",180285,50,LatAm
4345,"Mandy Moore, Zachary Levi",Puerto Rico,USWD11054842,LatAm,10944,0.04127848645549663,164350,0.8152173913043478,265126,"I See the Light - From ""Tangled"" / Soundtrack Version",79040,50,LatAm
4346,Demi Lovato,Uruguay,USWD11366344,LatAm,178704,0.10195412064570943,2112840,1.1223867595818815,2260944,"Let It Go - From ""Frozen / Single Version",314136,50,LatAm
4347,Idina Menzel,Venezuela,USWD11366376,LatAm,112354,0.05404065443728309,2427964,0.8623235613463627,3215608,"Let It Go - From ""Frozen""/Soundtrack Version",203368,50,LatAm
4348,Martina Stoessel,Argentina,USWD11366431,LatAm,94352,0.04837849589393977,1566672,0.8033028968029338,1950288,Libre Soy - Single Version,153328,50,LatAm
4349,Shakira,Uruguay,USWD11575402,LatAm,30424,0.03641590800191662,963232,0.6761420749684122,1424600,Try Everything,55256,50,LatAm
4350,Alessia Cara,Venezuela,USWD11677601,LatAm,490960,0.056415064853883416,8893824,0.7724644475699328,11623896,How Far I'll Go - Alessia Cara Version,442814,50,LatAm
4351,Olivia Foa'i,Haiti,USWD11677853,LatAm,0,0.0,1369,0.4805194805194805,2849,Tulou Tagaloa,5883,50,LatAm
4352,Auli'i Cravalho,Venezuela,USWD11677855,LatAm,9630,0.044679705724026554,151530,0.6826368876080692,259900,"How Far I'll Go - From ""Moana""",34630,50,LatAm
4353,Dwayne Johnson,Venezuela,USWD11677860,LatAm,0,0.0,15550,0.6399176954732511,24300,You're Welcome,17290,50,LatAm
4354,Céline Dion,Venezuela,USWD11778858,LatAm,13984,0.08135593220338982,176640,0.6966101694915254,298356,How Does A Moment Last Forever,118680,50,LatAm
4355,"Ariana Grande, John Legend",Venezuela,USWD11778859,LatAm,444176,0.043867569601203915,10336200,0.8679770992366412,11915288,"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",389206,50,LatAm
4356,Josh Groban,Puerto Rico,USWD11778936,LatAm,5934,0.06754385964912281,126178,0.743859649122807,221812,Evermore,99038,50,LatAm
4357,Carlos Rivera,Uruguay,USWD11781632,LatAm,133505,0.07381482659879096,1432150,0.7112435369380422,2426180,Recuérdame,38385,50,LatAm
4358,Miguel,Venezuela,USWD11783640,LatAm,392366,0.1221058434399118,3350776,0.9966923925027563,3610464,Remember Me (Dúo),161174,50,LatAm
4359,"Luis Ángel Gómez Jaramillo, Gael Garcia Bernal",Venezuela,USWD11783809,LatAm,132525,0.06017304667016256,1398620,0.6123790194535338,3098935,Un Poco Loco,39700,50,LatAm
4360,"Marco Antonio Solís, Luis Ángel Gómez Jaramillo",Chile,USWD11783810,LatAm,78735,0.04620530802071566,917740,0.5385719106233771,1704025,El Mundo es mi Familia,35725,50,LatAm
4361,"Angelica Vale, Marco Antonio Solís",Venezuela,USWD11783812,LatAm,114140,0.06254874434565591,1434520,0.8326471440997391,2759130,La Llorona,40550,50,LatAm
4362,Luis Ángel Gómez Jaramillo,Chile,USWD11783814,LatAm,81765,0.05265027710672161,883375,0.5467528776467244,1885415,El Latido de mi Corazón,35510,50,LatAm
